station,date,depth_m,layer,site_type,parameter,value,flag,gen_flag,org_sampid,org_id
230,1989-03-16,5,,lake,waterTemperature_degC,4.1,,,NA,1514
230,1989-03-16,4,,lake,waterTemperature_degC,4.1,,,NA,1513
230,1989-03-16,3,,lake,waterTemperature_degC,4.2,,,NA,1512
230,1989-03-16,2,,lake,waterTemperature_degC,4.2,,,NA,1511
230,1989-03-16,1,,lake,waterTemperature_degC,4.2,,,NA,1510
230,1989-03-16,0.5,,lake,waterTemperature_degC,3.5,,,NA,1509
230,1989-03-16,0.1,,lake,waterTemperature_degC,2,,,NA,1508
230,1987-09-03,17.5,,lake,waterTemperature_degC,9.5,,,NA,1341
230,1987-09-03,16,,lake,waterTemperature_degC,9.8,,,NA,1340
230,1987-09-03,15,,lake,waterTemperature_degC,10,,,NA,1339
230,1987-09-03,14,,lake,waterTemperature_degC,11,,,NA,1338
230,1987-09-03,13,,lake,waterTemperature_degC,12.3,,,NA,1337
230,1987-09-03,12.5,,lake,waterTemperature_degC,12.5,,,NA,1336
230,1987-09-03,12,,lake,waterTemperature_degC,13.3,,,NA,1335
230,1987-09-03,11.5,,lake,waterTemperature_degC,14,,,NA,1334
230,1987-09-03,11,,lake,waterTemperature_degC,16,,,NA,1333
230,1987-09-03,10.5,,lake,waterTemperature_degC,17.3,,,NA,1332
230,1987-09-03,10,,lake,waterTemperature_degC,18,,,NA,1331
230,1987-09-03,9,,lake,waterTemperature_degC,18,,,NA,1330
230,1987-09-03,8,,lake,waterTemperature_degC,18,,,NA,1329
230,1987-09-03,7,,lake,waterTemperature_degC,18,,,NA,1328
230,1987-09-03,5,,lake,waterTemperature_degC,18,,,NA,1327
230,1987-09-03,3,,lake,waterTemperature_degC,18,,,NA,1326
230,1987-09-03,2,,lake,waterTemperature_degC,18,,,NA,1325
230,1987-09-03,1,,lake,waterTemperature_degC,18,,,NA,1324
230,1987-09-03,0.1,,lake,waterTemperature_degC,18,,,NA,1323
200,1987-09-03,12,,lake,waterTemperature_degC,11,,,NA,1322
200,1987-09-03,11,,lake,waterTemperature_degC,12,,,NA,1321
200,1987-09-03,10.5,,lake,waterTemperature_degC,17.5,,,NA,1320
200,1987-09-03,10,,lake,waterTemperature_degC,18,,,NA,1319
200,1987-09-03,9,,lake,waterTemperature_degC,18,,,NA,1318
200,1987-09-03,8,,lake,waterTemperature_degC,18,,,NA,1317
200,1987-09-03,7,,lake,waterTemperature_degC,18,,,NA,1316
200,1987-09-03,5,,lake,waterTemperature_degC,18,,,NA,1315
200,1987-09-03,3,,lake,waterTemperature_degC,18,,,NA,1314
200,1987-09-03,2,,lake,waterTemperature_degC,18,,,NA,1313
200,1987-09-03,1,,lake,waterTemperature_degC,18,,,NA,1312
200,1987-09-03,0.1,,lake,waterTemperature_degC,18,,,NA,1311
210,1987-09-03,24,,lake,waterTemperature_degC,8,,,NA,1310
210,1987-09-03,23,,lake,waterTemperature_degC,8,,,NA,1309
210,1987-09-03,22,,lake,waterTemperature_degC,8,,,NA,1308
210,1987-09-03,21,,lake,waterTemperature_degC,8.5,,,NA,1307
210,1987-09-03,20,,lake,waterTemperature_degC,8.5,,,NA,1306
210,1987-09-03,19,,lake,waterTemperature_degC,8.5,,,NA,1305
210,1987-09-03,18,,lake,waterTemperature_degC,9,,,NA,1304
210,1987-09-03,16,,lake,waterTemperature_degC,9.5,,,NA,1303
210,1987-09-03,15,,lake,waterTemperature_degC,9.5,,,NA,1302
210,1987-09-03,14,,lake,waterTemperature_degC,10,,,NA,1301
210,1987-09-03,13,,lake,waterTemperature_degC,10.5,,,NA,1300
210,1987-09-03,12.5,,lake,waterTemperature_degC,11,,,NA,1299
210,1987-09-03,12,,lake,waterTemperature_degC,11.5,,,NA,1298
210,1987-09-03,11.5,,lake,waterTemperature_degC,12,,,NA,1297
210,1987-09-03,11,,lake,waterTemperature_degC,13,,,NA,1296
210,1987-09-03,10.5,,lake,waterTemperature_degC,15,,,NA,1295
210,1987-09-03,10,,lake,waterTemperature_degC,18,,,NA,1294
210,1987-09-03,9,,lake,waterTemperature_degC,18,,,NA,1293
210,1987-09-03,8,,lake,waterTemperature_degC,18,,,NA,1292
210,1987-09-03,7,,lake,waterTemperature_degC,18,,,NA,1291
210,1987-09-03,5,,lake,waterTemperature_degC,18,,,NA,1290
210,1987-09-03,3,,lake,waterTemperature_degC,18,,,NA,1289
210,1987-09-03,2,,lake,waterTemperature_degC,18,,,NA,1288
210,1987-09-03,1,,lake,waterTemperature_degC,18,,,NA,1287
210,1987-09-03,0.1,,lake,waterTemperature_degC,17.5,,,NA,1286
230,1987-08-11,14,,lake,waterTemperature_degC,17.2,,,NA,1285
230,1987-08-11,13.5,,lake,waterTemperature_degC,17.5,,,NA,1284
230,1987-08-11,13,,lake,waterTemperature_degC,17.5,,,NA,1283
230,1987-08-11,12.5,,lake,waterTemperature_degC,17.8,,,NA,1282
230,1987-08-11,12,,lake,waterTemperature_degC,18,,,NA,1281
230,1987-08-11,11.5,,lake,waterTemperature_degC,17.5,,,NA,1280
230,1987-08-11,11,,lake,waterTemperature_degC,18,,,NA,1279
230,1987-08-11,10.5,,lake,waterTemperature_degC,21,,,NA,1278
230,1987-08-11,8,,lake,waterTemperature_degC,21,,,NA,1277
230,1987-08-11,7,,lake,waterTemperature_degC,21,,,NA,1276
230,1987-08-11,5,,lake,waterTemperature_degC,21,,,NA,1275
230,1987-08-11,4,,lake,waterTemperature_degC,21,,,NA,1274
230,1987-08-11,3,,lake,waterTemperature_degC,21,,,NA,1273
230,1987-08-11,2,,lake,waterTemperature_degC,21,,,NA,1272
230,1987-08-11,1,,lake,waterTemperature_degC,21,,,NA,1271
230,1987-08-11,0.5,,lake,waterTemperature_degC,21,,,NA,1270
230,1987-08-11,0.1,,lake,waterTemperature_degC,21,,,NA,1269
200,1987-08-11,14,,lake,waterTemperature_degC,9.5,,,NA,1268
200,1987-08-11,13,,lake,waterTemperature_degC,10.8,,,NA,1267
200,1987-08-11,12.5,,lake,waterTemperature_degC,10.8,,,NA,1266
200,1987-08-11,12,,lake,waterTemperature_degC,11.2,,,NA,1265
200,1987-08-11,11.5,,lake,waterTemperature_degC,11.2,,,NA,1264
200,1987-08-11,11,,lake,waterTemperature_degC,11.2,,,NA,1263
200,1987-08-11,10.5,,lake,waterTemperature_degC,12.3,,,NA,1262
200,1987-08-11,10,,lake,waterTemperature_degC,13.5,,,NA,1261
200,1987-08-11,9.5,,lake,waterTemperature_degC,15.5,,,NA,1260
200,1987-08-11,9,,lake,waterTemperature_degC,18.5,,,NA,1259
200,1987-08-11,8.5,,lake,waterTemperature_degC,20,,,NA,1258
200,1987-08-11,8,,lake,waterTemperature_degC,21.2,,,NA,1257
200,1987-08-11,7,,lake,waterTemperature_degC,21.2,,,NA,1256
200,1987-08-11,6,,lake,waterTemperature_degC,21.2,,,NA,1255
200,1987-08-11,5,,lake,waterTemperature_degC,21.4,,,NA,1254
200,1987-08-11,4,,lake,waterTemperature_degC,21.4,,,NA,1253
200,1987-08-11,3,,lake,waterTemperature_degC,21.4,,,NA,1252
200,1987-08-11,2,,lake,waterTemperature_degC,21.4,,,NA,1251
200,1987-08-11,1,,lake,waterTemperature_degC,21.4,,,NA,1250
200,1987-08-11,0.5,,lake,waterTemperature_degC,21.4,,,NA,1249
200,1987-08-11,0.1,,lake,waterTemperature_degC,21.5,,,NA,1248
210,1987-08-11,21,,lake,waterTemperature_degC,8.1,,,NA,1247
210,1987-08-11,20,,lake,waterTemperature_degC,8.2,,,NA,1246
210,1987-08-11,19,,lake,waterTemperature_degC,8.3,,,NA,1245
210,1987-08-11,18,,lake,waterTemperature_degC,8.5,,,NA,1244
210,1987-08-11,17,,lake,waterTemperature_degC,8.8,,,NA,1243
210,1987-08-11,16,,lake,waterTemperature_degC,8.9,,,NA,1242
210,1987-08-11,15,,lake,waterTemperature_degC,9.1,,,NA,1241
210,1987-08-11,14,,lake,waterTemperature_degC,9.2,,,NA,1240
210,1987-08-11,13,,lake,waterTemperature_degC,9.8,,,NA,1239
210,1987-08-11,12,,lake,waterTemperature_degC,10.2,,,NA,1238
210,1987-08-11,11.5,,lake,waterTemperature_degC,10.8,,,NA,1237
210,1987-08-11,11,,lake,waterTemperature_degC,11.5,,,NA,1236
210,1987-08-11,10.5,,lake,waterTemperature_degC,12,,,NA,1235
210,1987-08-11,10,,lake,waterTemperature_degC,13,,,NA,1234
210,1987-08-11,9.5,,lake,waterTemperature_degC,14.1,,,NA,1233
210,1987-08-11,9,,lake,waterTemperature_degC,15,,,NA,1232
210,1987-08-11,8.5,,lake,waterTemperature_degC,16.5,,,NA,1231
210,1987-08-11,8,,lake,waterTemperature_degC,17.5,,,NA,1230
210,1987-08-11,7,,lake,waterTemperature_degC,21.2,,,NA,1229
210,1987-08-11,6,,lake,waterTemperature_degC,21.2,,,NA,1228
210,1987-08-11,5,,lake,waterTemperature_degC,21.3,,,NA,1227
210,1987-08-11,4,,lake,waterTemperature_degC,21.3,,,NA,1226
210,1987-08-11,3,,lake,waterTemperature_degC,21.3,,,NA,1225
210,1987-08-11,2,,lake,waterTemperature_degC,21.3,,,NA,1224
210,1987-08-11,1,,lake,waterTemperature_degC,21.5,,,NA,1223
210,1987-08-11,0.5,,lake,waterTemperature_degC,21,,,NA,1222
210,1987-08-11,0.1,,lake,waterTemperature_degC,21.3,,,NA,1221
200,1987-07-01,20.5,,lake,waterTemperature_degC,9,,,NA,1220
200,1987-07-01,19,,lake,waterTemperature_degC,9.5,,,NA,1218
200,1987-07-01,18,,lake,waterTemperature_degC,9.5,,,NA,1217
200,1987-07-01,17,,lake,waterTemperature_degC,9.5,,,NA,1216
200,1987-07-01,16,,lake,waterTemperature_degC,9.5,,,NA,1215
200,1987-07-01,15,,lake,waterTemperature_degC,9.5,,,NA,1214
200,1987-07-01,14,,lake,waterTemperature_degC,10,,,NA,1213
200,1987-07-01,13,,lake,waterTemperature_degC,10,,,NA,1212
200,1987-07-01,12.5,,lake,waterTemperature_degC,10,,,NA,1211
200,1987-07-01,12,,lake,waterTemperature_degC,10.5,,,NA,1210
200,1987-07-01,11.5,,lake,waterTemperature_degC,11,,,NA,1209
200,1987-07-01,11,,lake,waterTemperature_degC,11,,,NA,1208
200,1987-07-01,10.5,,lake,waterTemperature_degC,11.5,,,NA,1207
200,1987-07-01,10,,lake,waterTemperature_degC,12,,,NA,1206
200,1987-07-01,9.5,,lake,waterTemperature_degC,13,,,NA,1205
200,1987-07-01,9,,lake,waterTemperature_degC,14,,,NA,1204
200,1987-07-01,8.5,,lake,waterTemperature_degC,15,,,NA,1203
200,1987-07-01,8,,lake,waterTemperature_degC,19,,,NA,1202
200,1987-07-01,7.5,,lake,waterTemperature_degC,20,,,NA,1201
200,1987-07-01,7,,lake,waterTemperature_degC,20,,,NA,1200
200,1987-07-01,6,,lake,waterTemperature_degC,20,,,NA,1199
200,1987-07-01,5,,lake,waterTemperature_degC,20,,,NA,1198
200,1987-07-01,4,,lake,waterTemperature_degC,20,,,NA,1197
200,1987-07-01,3,,lake,waterTemperature_degC,20,,,NA,1196
200,1987-07-01,2.5,,lake,waterTemperature_degC,20,,,NA,1195
200,1987-07-01,2,,lake,waterTemperature_degC,20,,,NA,1194
200,1987-07-01,1,,lake,waterTemperature_degC,20,,,NA,1193
200,1987-07-01,0.5,,lake,waterTemperature_degC,20,,,NA,1192
200,1987-07-01,0.1,,lake,waterTemperature_degC,20,,,NA,1191
210,1987-07-01,19,,lake,waterTemperature_degC,10.5,,,NA,1190
210,1987-07-01,18.5,,lake,waterTemperature_degC,10.5,,,NA,1189
210,1987-07-01,18,,lake,waterTemperature_degC,10.5,,,NA,1188
210,1987-07-01,17,,lake,waterTemperature_degC,11,,,NA,1187
210,1987-07-01,16,,lake,waterTemperature_degC,11,,,NA,1186
210,1987-07-01,15,,lake,waterTemperature_degC,11,,,NA,1185
210,1987-07-01,14,,lake,waterTemperature_degC,12,,,NA,1184
210,1987-07-01,13,,lake,waterTemperature_degC,12.5,,,NA,1183
210,1987-07-01,12,,lake,waterTemperature_degC,13,,,NA,1182
210,1987-07-01,11.5,,lake,waterTemperature_degC,13,,,NA,1181
210,1987-07-01,11,,lake,waterTemperature_degC,14,,,NA,1180
210,1987-07-01,10.5,,lake,waterTemperature_degC,14.5,,,NA,1179
210,1987-07-01,10,,lake,waterTemperature_degC,15.5,,,NA,1178
210,1987-07-01,9.5,,lake,waterTemperature_degC,16,,,NA,1177
210,1987-07-01,9,,lake,waterTemperature_degC,18,,,NA,1176
210,1987-07-01,8.5,,lake,waterTemperature_degC,20,,,NA,1175
210,1987-07-01,8,,lake,waterTemperature_degC,21,,,NA,1174
210,1987-07-01,7.5,,lake,waterTemperature_degC,22,,,NA,1173
210,1987-07-01,7,,lake,waterTemperature_degC,22,,,NA,1172
210,1987-07-01,6.5,,lake,waterTemperature_degC,23,,,NA,1171
210,1987-07-01,6,,lake,waterTemperature_degC,23,,,NA,1170
210,1987-07-01,5.5,,lake,waterTemperature_degC,23,,,NA,1169
210,1987-07-01,5,,lake,waterTemperature_degC,23,,,NA,1168
210,1987-07-01,4.5,,lake,waterTemperature_degC,23,,,NA,1167
210,1987-07-01,4,,lake,waterTemperature_degC,23,,,NA,1166
210,1987-07-01,3.5,,lake,waterTemperature_degC,23,,,NA,1165
210,1987-07-01,3,,lake,waterTemperature_degC,23,,,NA,1164
210,1987-07-01,2.5,,lake,waterTemperature_degC,23,,,NA,1163
210,1987-07-01,2,,lake,waterTemperature_degC,23,,,NA,1162
210,1987-07-01,1,,lake,waterTemperature_degC,21.5,,,NA,1161
210,1987-07-01,0.5,,lake,waterTemperature_degC,22,,,NA,1160
210,1987-07-01,0.1,,lake,waterTemperature_degC,21,,,NA,1159
230,1987-05-29,17,,lake,waterTemperature_degC,9,,,NA,1158
230,1987-05-29,16,,lake,waterTemperature_degC,9,,,NA,1157
230,1987-05-29,15,,lake,waterTemperature_degC,9.5,,,NA,1156
230,1987-05-29,14,,lake,waterTemperature_degC,10,,,NA,1155
230,1987-05-29,13,,lake,waterTemperature_degC,10,,,NA,1154
230,1987-05-29,12,,lake,waterTemperature_degC,10.5,,,NA,1153
230,1987-05-29,11,,lake,waterTemperature_degC,10.5,,,NA,1152
230,1987-05-29,10,,lake,waterTemperature_degC,10.8,,,NA,1151
230,1987-05-29,9,,lake,waterTemperature_degC,11,,,NA,1150
230,1987-05-29,8,,lake,waterTemperature_degC,11,,,NA,1149
230,1987-05-29,7.5,,lake,waterTemperature_degC,11.5,,,NA,1148
230,1987-05-29,7,,lake,waterTemperature_degC,11.5,,,NA,1147
230,1987-05-29,6.5,,lake,waterTemperature_degC,12,,,NA,1146
230,1987-05-29,6,,lake,waterTemperature_degC,14,,,NA,1145
230,1987-05-29,5.5,,lake,waterTemperature_degC,14,,,NA,1144
230,1987-05-29,5,,lake,waterTemperature_degC,14,,,NA,1143
230,1987-05-29,4,,lake,waterTemperature_degC,14.5,,,NA,1142
230,1987-05-29,3,,lake,waterTemperature_degC,15,,,NA,1141
230,1987-05-29,2,,lake,waterTemperature_degC,15,,,NA,1140
230,1987-05-29,1,,lake,waterTemperature_degC,15,,,NA,1139
230,1987-05-29,0.5,,lake,waterTemperature_degC,15.5,,,NA,1138
230,1987-05-29,0.1,,lake,waterTemperature_degC,16,,,NA,1137
200,1987-05-29,20.5,,lake,waterTemperature_degC,8,,,NA,1136
200,1987-05-29,20,,lake,waterTemperature_degC,7.5,,,NA,1135
200,1987-05-29,19,,lake,waterTemperature_degC,7.5,,,NA,1134
200,1987-05-29,18,,lake,waterTemperature_degC,7.8,,,NA,1133
200,1987-05-29,17,,lake,waterTemperature_degC,8,,,NA,1132
200,1987-05-29,16,,lake,waterTemperature_degC,8,,,NA,1131
200,1987-05-29,15,,lake,waterTemperature_degC,8,,,NA,1130
200,1987-05-29,14,,lake,waterTemperature_degC,8,,,NA,1129
200,1987-05-29,13,,lake,waterTemperature_degC,8,,,NA,1128
200,1987-05-29,12,,lake,waterTemperature_degC,8,,,NA,1127
200,1987-05-29,11,,lake,waterTemperature_degC,8,,,NA,1126
200,1987-05-29,10,,lake,waterTemperature_degC,9,,,NA,1125
200,1987-05-29,9,,lake,waterTemperature_degC,10,,,NA,1124
200,1987-05-29,8,,lake,waterTemperature_degC,11,,,NA,1123
200,1987-05-29,7,,lake,waterTemperature_degC,12,,,NA,1122
200,1987-05-29,6,,lake,waterTemperature_degC,12.5,,,NA,1121
200,1987-05-29,5,,lake,waterTemperature_degC,13,,,NA,1120
200,1987-05-29,4.5,,lake,waterTemperature_degC,13,,,NA,1119
200,1987-05-29,4,,lake,waterTemperature_degC,15,,,NA,1118
200,1987-05-29,3,,lake,waterTemperature_degC,15,,,NA,1117
200,1987-05-29,2.5,,lake,waterTemperature_degC,15,,,NA,1116
200,1987-05-29,2,,lake,waterTemperature_degC,16.5,,,NA,1115
200,1987-05-29,1,,lake,waterTemperature_degC,18,,,NA,1114
200,1987-05-29,0.5,,lake,waterTemperature_degC,19,,,NA,1113
200,1987-05-29,0.1,,lake,waterTemperature_degC,19,,,NA,1112
210,1987-05-29,17.5,,lake,waterTemperature_degC,8,,,NA,1111
210,1987-05-29,17,,lake,waterTemperature_degC,8,,,NA,1110
210,1987-05-29,16,,lake,waterTemperature_degC,9,,,NA,1109
210,1987-05-29,15,,lake,waterTemperature_degC,9,,,NA,1108
210,1987-05-29,14,,lake,waterTemperature_degC,9,,,NA,1107
210,1987-05-29,13,,lake,waterTemperature_degC,9,,,NA,1106
210,1987-05-29,12,,lake,waterTemperature_degC,9.5,,,NA,1105
210,1987-05-29,11,,lake,waterTemperature_degC,10,,,NA,1104
210,1987-05-29,10,,lake,waterTemperature_degC,10.5,,,NA,1103
210,1987-05-29,9,,lake,waterTemperature_degC,11,,,NA,1102
210,1987-05-29,8,,lake,waterTemperature_degC,12.5,,,NA,1101
210,1987-05-29,7,,lake,waterTemperature_degC,13,,,NA,1100
210,1987-05-29,6,,lake,waterTemperature_degC,13.5,,,NA,1099
210,1987-05-29,5.5,,lake,waterTemperature_degC,14,,,NA,1098
210,1987-05-29,5,,lake,waterTemperature_degC,14.8,,,NA,1097
210,1987-05-29,4,,lake,waterTemperature_degC,15,,,NA,1096
210,1987-05-29,3,,lake,waterTemperature_degC,16,,,NA,1095
210,1987-05-29,2.5,,lake,waterTemperature_degC,16,,,NA,1094
210,1987-05-29,2,,lake,waterTemperature_degC,16.5,,,NA,1093
210,1987-05-29,1,,lake,waterTemperature_degC,18,,,NA,1092
210,1987-05-29,0.5,,lake,waterTemperature_degC,19,,,NA,1091
210,1987-05-29,0.1,,lake,waterTemperature_degC,19.5,,,NA,1090
230,1986-09-02,16.5,,lake,waterTemperature_degC,10,,,NA,1089
230,1986-09-02,16,,lake,waterTemperature_degC,10.4,,,NA,1088
230,1986-09-02,15.5,,lake,waterTemperature_degC,10.5,,,NA,1087
230,1986-09-02,15,,lake,waterTemperature_degC,11,,,NA,1086
230,1986-09-02,14.5,,lake,waterTemperature_degC,12,,,NA,1085
230,1986-09-02,14,,lake,waterTemperature_degC,14.7,,,NA,1084
230,1986-09-02,13.5,,lake,waterTemperature_degC,16.5,,,NA,1083
230,1986-09-02,13,,lake,waterTemperature_degC,18,,,NA,1082
230,1986-09-02,12,,lake,waterTemperature_degC,18.2,,,NA,1081
230,1986-09-02,11,,lake,waterTemperature_degC,18.2,,,NA,1080
230,1986-09-02,10,,lake,waterTemperature_degC,18.2,,,NA,1079
230,1986-09-02,9,,lake,waterTemperature_degC,18.5,,,NA,1078
230,1986-09-02,8,,lake,waterTemperature_degC,18.5,,,NA,1077
230,1986-09-02,7,,lake,waterTemperature_degC,18.7,,,NA,1076
230,1986-09-02,6,,lake,waterTemperature_degC,18.8,,,NA,1075
230,1986-09-02,5,,lake,waterTemperature_degC,18.8,,,NA,1074
230,1986-09-02,4,,lake,waterTemperature_degC,18.8,,,NA,1073
230,1986-09-02,3,,lake,waterTemperature_degC,18.8,,,NA,1072
230,1986-09-02,2,,lake,waterTemperature_degC,19,,,NA,1071
230,1986-09-02,1,,lake,waterTemperature_degC,19,,,NA,1070
230,1986-09-02,0.5,,lake,waterTemperature_degC,19,,,NA,1069
230,1986-09-02,0.1,,lake,waterTemperature_degC,19,,,NA,1068
200,1986-09-02,18.5,,lake,waterTemperature_degC,10.8,,,NA,1067
200,1986-09-02,18,,lake,waterTemperature_degC,10.9,,,NA,1066
200,1986-09-02,17,,lake,waterTemperature_degC,11,,,NA,1065
200,1986-09-02,16,,lake,waterTemperature_degC,11.1,,,NA,1064
200,1986-09-02,15,,lake,waterTemperature_degC,11.4,,,NA,1063
200,1986-09-02,14,,lake,waterTemperature_degC,12,,,NA,1062
200,1986-09-02,13.5,,lake,waterTemperature_degC,12,,,NA,1061
200,1986-09-02,13,,lake,waterTemperature_degC,12.5,,,NA,1060
200,1986-09-02,12.5,,lake,waterTemperature_degC,13.4,,,NA,1059
200,1986-09-02,12,,lake,waterTemperature_degC,14.8,,,NA,1058
200,1986-09-02,11.5,,lake,waterTemperature_degC,15.1,,,NA,1057
200,1986-09-02,11,,lake,waterTemperature_degC,18,,,NA,1056
200,1986-09-02,10,,lake,waterTemperature_degC,18.2,,,NA,1055
200,1986-09-02,9,,lake,waterTemperature_degC,18.5,,,NA,1054
200,1986-09-02,8,,lake,waterTemperature_degC,18.5,,,NA,1053
200,1986-09-02,7,,lake,waterTemperature_degC,18.5,,,NA,1052
200,1986-09-02,6,,lake,waterTemperature_degC,18.8,,,NA,1051
200,1986-09-02,5,,lake,waterTemperature_degC,18.9,,,NA,1050
200,1986-09-02,4,,lake,waterTemperature_degC,19,,,NA,1049
200,1986-09-02,3,,lake,waterTemperature_degC,19.5,,,NA,1048
200,1986-09-02,2,,lake,waterTemperature_degC,19.8,,,NA,1047
200,1986-09-02,1,,lake,waterTemperature_degC,20.1,,,NA,1046
200,1986-09-02,0.5,,lake,waterTemperature_degC,20.3,,,NA,1045
200,1986-09-02,0.1,,lake,waterTemperature_degC,20.5,,,NA,1044
210,1986-09-02,22.5,,lake,waterTemperature_degC,10,,,NA,1043
210,1986-09-02,22,,lake,waterTemperature_degC,10,,,NA,1042
210,1986-09-02,21,,lake,waterTemperature_degC,10,,,NA,1041
210,1986-09-02,19,,lake,waterTemperature_degC,10,,,NA,1040
210,1986-09-02,18,,lake,waterTemperature_degC,10,,,NA,1039
210,1986-09-02,17,,lake,waterTemperature_degC,10.5,,,NA,1038
210,1986-09-02,16,,lake,waterTemperature_degC,11,,,NA,1037
210,1986-09-02,15,,lake,waterTemperature_degC,11.5,,,NA,1036
210,1986-09-02,14,,lake,waterTemperature_degC,12,,,NA,1035
210,1986-09-02,13,,lake,waterTemperature_degC,13,,,NA,1034
210,1986-09-02,12.5,,lake,waterTemperature_degC,14,,,NA,1033
210,1986-09-02,12,,lake,waterTemperature_degC,15,,,NA,1032
210,1986-09-02,11.5,,lake,waterTemperature_degC,16,,,NA,1031
210,1986-09-02,11,,lake,waterTemperature_degC,18,,,NA,1030
210,1986-09-02,10,,lake,waterTemperature_degC,18.5,,,NA,1029
210,1986-09-02,9,,lake,waterTemperature_degC,18.5,,,NA,1028
210,1986-09-02,8,,lake,waterTemperature_degC,19,,,NA,1027
210,1986-09-02,7,,lake,waterTemperature_degC,19,,,NA,1026
210,1986-09-02,6,,lake,waterTemperature_degC,19,,,NA,1025
210,1986-09-02,5,,lake,waterTemperature_degC,19,,,NA,1024
210,1986-09-02,4,,lake,waterTemperature_degC,19,,,NA,1023
210,1986-09-02,3,,lake,waterTemperature_degC,19,,,NA,1022
210,1986-09-02,2,,lake,waterTemperature_degC,19.5,,,NA,1021
210,1986-09-02,1,,lake,waterTemperature_degC,19.5,,,NA,1020
210,1986-09-02,0.5,,lake,waterTemperature_degC,19,,,NA,1019
210,1986-09-02,0.1,,lake,waterTemperature_degC,20,,,NA,1018
230,1986-08-03,9.5,,lake,waterTemperature_degC,22,,,NA,1017
230,1986-08-03,9,,lake,waterTemperature_degC,22.5,,,NA,1016
230,1986-08-03,8.5,,lake,waterTemperature_degC,24,,,NA,1015
230,1986-08-03,6,,lake,waterTemperature_degC,25.5,,,NA,1014
230,1986-08-03,4,,lake,waterTemperature_degC,26,,,NA,1013
230,1986-08-03,0.1,,lake,waterTemperature_degC,23,,,NA,1012
200,1986-08-03,13,,lake,waterTemperature_degC,11,,,NA,1011
200,1986-08-03,12,,lake,waterTemperature_degC,11.5,,,NA,1010
200,1986-08-03,11,,lake,waterTemperature_degC,14.5,,,NA,1009
200,1986-08-03,10,,lake,waterTemperature_degC,16.5,,,NA,1008
200,1986-08-03,9,,lake,waterTemperature_degC,18,,,NA,1007
200,1986-08-03,8.5,,lake,waterTemperature_degC,19,,,NA,1006
200,1986-08-03,7.5,,lake,waterTemperature_degC,21.5,,,NA,1005
200,1986-08-03,6,,lake,waterTemperature_degC,22,,,NA,1004
200,1986-08-03,5.5,,lake,waterTemperature_degC,22.5,,,NA,1003
200,1986-08-03,0.5,,lake,waterTemperature_degC,23,,,NA,1002
200,1986-08-03,0.1,,lake,waterTemperature_degC,23.5,,,NA,1001
210,1986-08-03,13.5,,lake,waterTemperature_degC,12,,,NA,1000
210,1986-08-03,12,,lake,waterTemperature_degC,13.5,,,NA,999
210,1986-08-03,11,,lake,waterTemperature_degC,15.5,,,NA,998
210,1986-08-03,10,,lake,waterTemperature_degC,16.5,,,NA,997
210,1986-08-03,8.5,,lake,waterTemperature_degC,19,,,NA,996
210,1986-08-03,8,,lake,waterTemperature_degC,20,,,NA,995
210,1986-08-03,7,,lake,waterTemperature_degC,21,,,NA,994
210,1986-08-03,3.5,,lake,waterTemperature_degC,22,,,NA,993
210,1986-08-03,0.5,,lake,waterTemperature_degC,23,,,NA,992
210,1986-08-03,0.1,,lake,waterTemperature_degC,24,,,NA,991
230,1986-07-03,13,,lake,waterTemperature_degC,14,,,NA,990
230,1986-07-03,11,,lake,waterTemperature_degC,16.8,,,NA,989
230,1986-07-03,9,,lake,waterTemperature_degC,17.5,,,NA,988
230,1986-07-03,7,,lake,waterTemperature_degC,18,,,NA,987
230,1986-07-03,5,,lake,waterTemperature_degC,18,,,NA,986
230,1986-07-03,3,,lake,waterTemperature_degC,18,,,NA,985
230,1986-07-03,1,,lake,waterTemperature_degC,18,,,NA,984
230,1986-07-03,0.5,,lake,waterTemperature_degC,18,,,NA,983
200,1986-07-03,20,,lake,waterTemperature_degC,5.8,,,NA,982
200,1986-07-03,15,,lake,waterTemperature_degC,7,,,NA,981
200,1986-07-03,10,,lake,waterTemperature_degC,15.5,,,NA,980
200,1986-07-03,5,,lake,waterTemperature_degC,18.1,,,NA,979
200,1986-07-03,1,,lake,waterTemperature_degC,18.1,,,NA,978
200,1986-07-03,0.5,,lake,waterTemperature_degC,18.1,,,NA,977
210,1986-07-03,25,,lake,waterTemperature_degC,10.2,,,NA,976
210,1986-07-03,20,,lake,waterTemperature_degC,11.2,,,NA,975
210,1986-07-03,15,,lake,waterTemperature_degC,13,,,NA,974
210,1986-07-03,13,,lake,waterTemperature_degC,17.1,,,NA,973
210,1986-07-03,10,,lake,waterTemperature_degC,17.3,,,NA,972
210,1986-07-03,5,,lake,waterTemperature_degC,18.1,,,NA,971
210,1986-07-03,2,,lake,waterTemperature_degC,18.2,,,NA,970
210,1986-07-03,0.5,,lake,waterTemperature_degC,18.2,,,NA,969
210,1986-07-03,0,,lake,waterTemperature_degC,18.2,,,NA,968
230,2018-09-17,21,,lake,waterTemperature_degC,9,,,NA,19676
230,2018-09-17,20,,lake,waterTemperature_degC,9,,,NA,19675
230,2018-09-17,19,,lake,waterTemperature_degC,9.1,,,NA,19674
230,2018-09-17,18,,lake,waterTemperature_degC,9.2,,,NA,19673
